"נתונים היסטוריים - ת""א - 25",,,,,,
מתאריך 01/01/2006 עד תאריך 25/07/2016, תדירות נתונים: יומי,,,,,
,,,,,,
תאריך,מדד בסיס,מדד פתיחה,מדד נעילה,מדד גבוה,מדד נמוך,"שווי שוק כולל(אלפי ש""ח) * "
04/05/2010,1173.75,1175.54,1153.8,1177.28,1153.19,498462633
03/05/2010,1166.69,1167.2,1173.75,1174.44,1160.67,503573783
02/05/2010,1164.23,1152.31,1166.69,1166.69,1142.76,498971653
29/04/2010,1185.99,1171.76,1164.23,1174.78,1161.15,498012193
28/04/2010,1199.44,1188.04,1185.99,1190.37,1180.26,508352417
27/04/2010,1204.1,1202.18,1199.44,1204.66,1195.2,513631990
26/04/2010,1208.54,1210.51,1204.1,1212.54,1201.4,515263325
25/04/2010,1199.63,1209.88,1208.54,1216.51,1208.02,515278963
22/04/2010,1207.64,1203.18,1199.63,1209.64,1195.25,517665316
21/04/2010,1203.84,1217.29,1207.64,1217.85,1204.4,520755482
18/04/2010,1215.01,1205.52,1203.84,1206.1,1196.86,518239814
15/04/2010,1231.18,1232.07,1215.01,1232.65,1212.67,521137987
14/04/2010,1220.62,1225.5,1231.18,1231.77,1224.23,532051861
13/04/2010,1220.46,1215.27,1220.62,1221.9,1214.64,527973875
12/04/2010,1227.74,1229.38,1220.46,1230.07,1220.46,528450510
11/04/2010,1212.02,1224.4,1227.74,1227.74,1222.85,531950190
08/04/2010,1230.18,1225.03,1212.02,1225.5,1212.02,526645309
07/04/2010,1237.85,1236.04,1230.18,1236.62,1226.54,532765361
06/04/2010,1233.3,1240.33,1237.85,1242.39,1236.1,536278408
01/04/2010,1229.07,1233.1,1233.3,1235.7,1231.88,534821834
31/03/2010,1232.66,1234.93,1229.07,1236.09,1229.07,535021735
28/03/2010,1231.3,1229.52,1232.66,1232.83,1228.17,538090398
25/03/2010,1225.44,1227.99,1231.3,1234.17,1223.07,538710556
24/03/2010,1216.24,1222.14,1225.44,1227.76,1218.65,538843937
23/03/2010,1202.28,1210.09,1216.24,1216.24,1208.91,536249103
22/03/2010,1209.09,1207.27,1202.28,1210.01,1196.9,530892773
21/03/2010,1214.93,1213.43,1209.09,1213.82,1205.86,530765026
18/03/2010,1221.04,1217.53,1214.93,1220,1214.69,530414739
17/03/2010,1210.49,1218.45,1221.04,1221.85,1217.4,526436717
16/03/2010,1207.92,1209.91,1210.49,1212.76,1208.42,522882547
15/03/2010,1210.88,1207.52,1207.92,1209.78,1204.34,524782248
14/03/2010,1209.4,1214.46,1210.88,1218.18,1209.62,526355122
11/03/2010,1208.09,1204.84,1209.4,1214.34,1204.61,524929668
10/03/2010,1198.81,1201.81,1208.09,1208.45,1196.32,525911536
09/03/2010,1207.01,1206.21,1198.81,1208.73,1198.81,521731388
08/03/2010,1215.33,1216.33,1207.01,1216.95,1205.82,526380529
07/03/2010,1207.63,1216.99,1215.33,1219.45,1210.32,529139190
04/03/2010,1195.03,1190.75,1207.63,1207.63,1188.59,526139621
03/03/2010,1195.72,1197.39,1195.03,1200.08,1191.57,521695950
02/03/2010,1187.08,1195.21,1195.72,1197.08,1191.32,520632882
01/03/2010,1159.61,1173.48,1187.08,1187.08,1172.82,518522966
25/02/2010,1172.34,1178.54,1159.61,1178.54,1159.61,507635812
24/02/2010,1169.46,1167.27,1172.34,1175.19,1164.24,511832219
23/02/2010,1176.47,1176.45,1169.46,1177.73,1169.03,509950789
22/02/2010,1172.94,1174.13,1176.47,1177.84,1172.99,509433827
21/02/2010,1165.96,1174.2,1172.94,1175.11,1170.56,507270345
18/02/2010,1168.21,1164.58,1165.96,1169.57,1162.4,503135899
17/02/2010,1166.53,1172.84,1168.21,1173.32,1166.91,503598536
16/02/2010,1160.02,1164.6,1166.53,1168.76,1162.93,505399926
15/02/2010,1151.13,1150.4,1160.02,1161.6,1150.12,505778640
14/02/2010,1136.46,1148.31,1151.13,1151.16,1146.33,501137926
11/02/2010,1135.16,1136.19,1136.46,1139.88,1133.77,492952470
10/02/2010,1129.03,1131.91,1135.16,1135.7,1127.66,492803940
09/02/2010,1118.61,1124.17,1129.03,1129.03,1119.06,490277645
08/02/2010,1127.39,1127.5,1118.61,1130.6,1115.46,486414020
07/02/2010,1135.17,1122.16,1127.39,1128.48,1121.06,489784292
04/02/2010,1139.49,1137.33,1135.17,1139.09,1133.8,492773581
03/02/2010,1130.8,1139.75,1139.49,1140.47,1136.52,493848857
02/02/2010,1123.18,1127.69,1130.8,1132.22,1124.08,489318949
01/02/2010,1119.73,1123.29,1123.18,1125.34,1114.02,486246978
31/01/2010,1135.79,1119.53,1119.73,1123.4,1117.64,486130524
28/01/2010,1125.04,1134.92,1135.79,1137.11,1128.89,493171033
27/01/2010,1128.47,1126.59,1125.04,1133.45,1122.06,490251550
26/01/2010,1136.36,1122.41,1128.47,1129.82,1120.62,491471313
25/01/2010,1128.98,1134.74,1136.36,1140.57,1132.85,493781611
24/01/2010,1155.62,1128.15,1128.98,1132.52,1126.84,491862789
21/01/2010,1151.92,1152.82,1155.62,1157.1,1147.11,504042755
20/01/2010,1156.38,1152.33,1151.92,1160.86,1151.47,501216579
19/01/2010,1159.23,1159.15,1156.38,1159.41,1148.76,503497873
18/01/2010,1157.04,1156.1,1159.23,1160.7,1148.61,504567747
17/01/2010,1146.95,1139.5,1157.04,1157.62,1136.15,504071186
14/01/2010,1151.9,1160.05,1146.95,1161.08,1144.37,502471905
13/01/2010,1145.85,1144.87,1151.9,1153.11,1144.34,503395365
12/01/2010,1169.71,1168.47,1145.85,1169.16,1143.44,501500441
11/01/2010,1179.12,1180.22,1169.71,1180.22,1169.71,511641499
10/01/2010,1166.23,1175.17,1179.12,1179.12,1173.45,515430164
07/01/2010,1169.75,1166.46,1166.23,1168.02,1161.92,506845656
06/01/2010,1168.65,1166.97,1169.75,1169.76,1162.14,506604138
05/01/2010,1163.11,1165.75,1168.65,1170.22,1163.71,508161587
04/01/2010,1157.9,1162.89,1163.11,1166.2,1159.55,502360982
03/01/2010,1145.06,1144.82,1157.9,1158.6,1144.82,501191294
31/12/2009,1140.69,1147.41,1145.06,1148.63,1144.83,495996104
30/12/2009,1138.37,1133.93,1140.69,1143.35,1132.62,491563872
29/12/2009,1142.73,1141.8,1138.37,1142.01,1135.85,491977083
28/12/2009,1135.99,1144.17,1142.73,1144.88,1139.7,494172890
27/12/2009,1146.28,1150.84,1135.99,1151.77,1134.32,492490558
24/12/2009,1129.9,1145.74,1146.28,1146.28,1137.79,496543536
23/12/2009,1130.1,1135.51,1129.9,1137.61,1129.06,490512336
22/12/2009,1117.38,1125.24,1130.1,1130.91,1125.09,487629558
21/12/2009,1115.17,1115.97,1117.38,1120.02,1114.37,481204224
20/12/2009,1105.34,1113.18,1115.17,1116.43,1109.66,481597003
17/12/2009,1120.6,1112.02,1105.34,1114.02,1103.85,478520132
16/12/2009,1112.14,1112.83,1120.6,1121.99,1111.25,483612397
15/12/2009,1128.39,1128.61,1112.14,1129.8,1112.14,482530239
14/12/2009,1119.68,1127.9,1128.39,1128.82,1122.97,486587335
13/12/2009,1122.31,1123.59,1119.68,1127.28,1115.51,483105071
10/12/2009,1109.15,1111.6,1122.31,1122.31,1109.58,483928946
09/12/2009,1111.85,1113.32,1109.15,1116.75,1106.48,478708061
08/12/2009,1122.33,1121.48,1111.85,1128.52,1106.59,482671797
07/12/2009,1126.69,1122.94,1122.33,1126.95,1119.34,486669665
06/12/2009,1114.72,1115.89,1126.69,1126.69,1115.31,487979349
03/12/2009,1100.93,1112.03,1114.72,1114.77,1108.11,484249381
02/12/2009,1097.52,1099.59,1100.93,1103.52,1096.25,477448467
01/12/2009,1082.55,1084.67,1097.52,1097.52,1084.33,475589411
30/11/2009,1073.07,1085.62,1082.55,1087.2,1076.15,471532919
29/11/2009,1078.88,1074.16,1073.07,1078.59,1067.65,468031926
26/11/2009,1090.8,1093.82,1078.88,1093.82,1078.2,470644185
25/11/2009,1082.04,1086.46,1090.8,1097.84,1084.47,476491595
24/11/2009,1077.9,1073.82,1082.04,1082.04,1073.22,476255724
23/11/2009,1067.51,1073.75,1077.9,1080.08,1073.22,473668989
22/11/2009,1065.34,1061.36,1067.51,1069.93,1060.12,470321375
19/11/2009,1065.75,1065.75,1065.34,1066.56,1059.51,469308400
18/11/2009,1067.95,1072.13,1065.75,1075.72,1064.63,468105149
17/11/2009,1064.78,1066.19,1067.95,1071.07,1062.32,470752079
16/11/2009,1063.82,1071.03,1064.78,1072.52,1064.78,467552960
15/11/2009,1055.07,1058.92,1063.82,1064.57,1058.3,465827903
12/11/2009,1055.03,1052.07,1055.07,1057.03,1049.66,462375778
11/11/2009,1045.48,1051.31,1055.03,1058.53,1051.09,462421653
10/11/2009,1045.58,1049.97,1045.48,1051.47,1042.11,459381847
09/11/2009,1040.57,1040.37,1045.58,1049.79,1040.37,456489023
08/11/2009,1022.64,1035.47,1040.57,1041.4,1035.11,454167253
05/11/2009,1016.58,1006.57,1022.64,1022.64,1003.91,446269399
04/11/2009,991.9,1001.18,1016.58,1016.58,1000.37,443634928
03/11/2009,1005.95,1001.29,991.9,1002.75,985.41,434025526
02/11/2009,1000.19,1003.16,1005.95,1006.71,996.84,439316101
01/11/2009,1022.18,1008.22,1000.19,1008.87,998.67,436140760
29/10/2009,1031.89,1008.93,1022.18,1025.73,1008.93,441532748
28/10/2009,1050.16,1047.8,1031.89,1049.69,1031.89,444272895
27/10/2009,1055.48,1047.51,1050.16,1054.83,1045.77,450681350
26/10/2009,1052.35,1054.44,1055.48,1057.12,1050.62,452406380
25/10/2009,1043.46,1040.37,1052.35,1055.94,1038.01,451854889
22/10/2009,1046.05,1039.71,1043.46,1046.75,1037.75,450096427
21/10/2009,1042.11,1039.8,1046.05,1046.05,1034.88,451821719
20/10/2009,1042.62,1048.07,1042.11,1048.5,1041.77,449373282
19/10/2009,1041.88,1045.6,1042.62,1048.55,1039.62,446979320
18/10/2009,1041.63,1038.8,1041.88,1042.89,1037.63,448044317
15/10/2009,1042.17,1043.02,1041.63,1045.29,1036.52,448127544
14/10/2009,1027.94,1039.54,1042.17,1044.81,1036.98,448187357
13/10/2009,1038.12,1034.36,1027.94,1039.95,1027.94,445518645
12/10/2009,1029.36,1030.08,1038.12,1038.38,1027.92,449792383
11/10/2009,1034.66,1039.46,1029.36,1040.41,1027.44,447090913
08/10/2009,1025.98,1037.15,1034.66,1038.35,1031.85,448707703
07/10/2009,1025.92,1030.61,1025.98,1033.18,1018.17,445793015
06/10/2009,1009.43,1015.94,1025.92,1026.79,1015.57,444734585
05/10/2009,999.33,1007.57,1009.43,1012.09,1006.03,439807111
04/10/2009,1009.5,997.09,999.33,1003.57,994.23,436275434
01/10/2009,995.27,1011.47,1009.5,1019.18,1007.46,439260481
30/09/2009,1015.95,1016.12,995.27,1023.63,995.27,434389618
29/09/2009,996.64,1008.03,1015.95,1018.89,1003.78,442548621
24/09/2009,989.69,983.3,996.64,997.51,979.03,436089151
23/09/2009,985.3,988.02,989.69,996.64,986.36,433669998
22/09/2009,967.9,975.78,985.3,985.3,975.21,435662889
21/09/2009,973.53,968.79,967.9,978.87,967.9,432045467
17/09/2009,974.9,984.12,973.53,986.12,971.86,434863214
16/09/2009,950.98,956.1,974.9,975.78,954.48,434432789
15/09/2009,939.71,946.33,950.98,951.54,933.8,428199041
14/09/2009,952.57,946.17,939.71,948.18,934.44,424221825
13/09/2009,964.68,971.12,952.57,974.27,952.57,431271646
10/09/2009,975.9,984.2,964.68,985.13,961.86,435392989
09/09/2009,974.06,969.22,975.9,979.94,966.75,437044364
08/09/2009,965.98,969.24,974.06,974.43,965.79,436378572
07/09/2009,957.33,963.78,965.98,970.95,956.23,432222835
06/09/2009,969.65,986.4,957.33,989.19,956.55,429346280
03/09/2009,949.49,957.93,969.65,969.65,957.26,434898450
02/09/2009,960.59,950.58,949.49,954.47,945.95,429157522
01/09/2009,945.9,958.94,960.59,962.25,943.53,434593165
31/08/2009,950.39,945.3,945.9,959.77,943,430280800
30/08/2009,972.42,954.43,950.39,956.93,944.28,432628926
27/08/2009,992.85,976.16,972.42,983.24,972.42,440469163
26/08/2009,1002.7,1001.18,992.85,1004.91,992.85,448680760
25/08/2009,982.56,974.97,1002.7,1002.7,974.01,453612138
24/08/2009,984.23,988.08,982.56,989.28,981.34,445580861
23/08/2009,948.46,973.4,984.23,984.23,973.1,445851865
20/08/2009,934.13,950.31,948.46,953.91,946.16,433739229
19/08/2009,940.07,934.32,934.13,942.03,926.63,428187520
18/08/2009,922.49,931.98,940.07,940.21,931.76,431726720
17/08/2009,938.21,926.66,922.49,927.76,915.14,424372012
16/08/2009,958.4,945.24,938.21,945.33,936.63,431269525
13/08/2009,941.11,953.77,958.4,965.44,952.79,442346577
12/08/2009,942.37,938.97,941.11,949.22,933.84,434954540
11/08/2009,954.87,961.79,942.37,963.78,941.67,435781050
10/08/2009,970.94,972.7,954.87,978.24,951.6,440037012
09/08/2009,986.62,995.68,970.94,999.39,970.94,448158784
06/08/2009,972.8,973.41,986.62,987.8,972.79,456024027
05/08/2009,965.39,965.03,972.8,974.45,961.02,453319264
04/08/2009,969.09,973.04,965.39,975.38,957.37,446625050
03/08/2009,968.19,968.65,969.09,985.1,964.01,445073488
02/08/2009,950.49,959.4,968.19,974.26,959.01,445252194
29/07/2009,942.06,939.61,950.49,950.49,931.77,438482560
28/07/2009,939.72,942.58,942.06,953.07,934.98,433825966
27/07/2009,945.52,953.04,939.72,953.45,935.62,428878169
26/07/2009,915.44,928.78,945.52,946.16,928.78,429246180
23/07/2009,907.77,913.9,915.44,918.94,911.35,417378330
22/07/2009,911.92,910.66,907.77,916.35,904.33,415925309
21/07/2009,893.13,894.33,911.92,911.92,891.34,417195564
20/07/2009,889.56,895.13,893.13,902.42,890.59,412802348
19/07/2009,874.57,882.5,889.56,893.46,881.72,412593575
16/07/2009,872.64,871.65,874.57,877.93,868.77,408944811
15/07/2009,858.28,864.48,872.64,872.64,861.6,409395286
14/07/2009,851.6,859.06,858.28,861.68,855.06,404240969
13/07/2009,836.37,830.97,851.6,851.6,829.25,400777918
12/07/2009,848.55,840.33,836.37,844.71,836.37,395977884
09/07/2009,846.82,850.24,848.55,853.92,844.56,401689943
08/07/2009,846.17,835.27,846.82,846.82,834.13,403447490
07/07/2009,842.3,847.32,846.17,852.58,842.42,402838347
06/07/2009,850.69,845.37,842.3,845.62,836.1,400054835
05/07/2009,862.27,856.32,850.69,856.68,847.92,401163478
02/07/2009,871.54,871.09,862.27,871.42,860.43,405853294
01/07/2009,862.43,862.09,871.54,874.61,861.42,407573794
30/06/2009,868.43,871.92,862.43,875.46,861.42,404544517
29/06/2009,857.35,850.61,868.43,870.93,850.12,403417068
28/06/2009,840.97,852.59,857.35,858.88,852.59,399999130
25/06/2009,857.53,859.29,840.97,859.8,840.77,392027093
24/06/2009,839.67,841.84,857.53,857.53,836.65,396871567
23/06/2009,840.6,828.59,839.67,842.94,826.61,388831081
22/06/2009,850.78,851.63,840.6,853.27,839.91,390087824
21/06/2009,832.74,834.7,850.78,850.78,832.49,392150607
18/06/2009,836.46,835.63,832.74,840.62,828.09,385647019
17/06/2009,857.45,851.49,836.46,852.66,836.46,388468632
16/06/2009,851.49,846.67,857.45,858.92,838.91,397973079
15/06/2009,880.84,873.7,851.49,873.85,851.49,396892364
14/06/2009,880.27,882.78,880.84,883.81,873.36,405663472
11/06/2009,885.8,883.63,880.27,888.29,874.78,404641489
10/06/2009,896.03,903.56,885.8,907.6,885.33,406087461
09/06/2009,881.95,885.04,896.03,896.03,882.64,408445156
08/06/2009,885.9,882.98,881.95,883.51,876.55,403368800
07/06/2009,882.3,888.76,885.9,891.45,883.43,404748793
04/06/2009,883.8,883.01,882.3,888.56,877.51,400394053
03/06/2009,896.6,901.56,883.8,904.1,881.11,399653074
02/06/2009,897.19,893.76,896.6,903.89,891.49,403932752
01/06/2009,881.75,889.85,897.19,897.39,889.29,403915817
31/05/2009,866.15,872.71,881.75,884.21,872.21,399295887
27/05/2009,846.29,871.95,866.15,872.32,865.08,393985854
26/05/2009,859.07,858.79,846.29,859.33,845.75,386559503
25/05/2009,856.03,860.31,859.07,864.32,854.72,390669128
24/05/2009,860.45,858.05,856.03,858.73,850.33,389505794
21/05/2009,869.67,864.41,860.45,867.08,857.9,390902259
20/05/2009,857.13,858.61,869.67,870.15,857.31,394896775
19/05/2009,836.18,844.58,857.13,861.33,844.42,392025774
18/05/2009,825.25,821.81,836.18,838.69,819.56,385823200
17/05/2009,826.21,822.71,825.25,827.64,821.14,382079648
14/05/2009,825.02,821.75,826.21,829.71,818.19,383318032
13/05/2009,838.58,841.85,825.02,842.01,821.6,382117480
12/05/2009,829.53,829.92,838.58,838.72,825.55,385906772
11/05/2009,849.56,844.39,829.53,846.08,828.63,380879932
10/05/2009,837.36,843.09,849.56,850.09,841.46,388551359
07/05/2009,837.18,834.62,837.36,845.24,826.75,385753909
06/05/2009,826.17,818.66,837.18,838.36,817.01,384859866
05/05/2009,823.73,832.76,826.17,832.76,822.07,381154872
04/05/2009,816.39,824.39,823.73,825.61,819.4,380472818
03/05/2009,812.32,811.86,816.39,819.05,809.24,376198931
30/04/2009,794.81,809.28,812.32,819.46,807.06,373204333
27/04/2009,798.9,788.58,794.81,794.81,783.28,371903205
26/04/2009,781.04,795.44,798.9,799.78,790.28,373398606
23/04/2009,762.14,774.21,781.04,781.04,766.05,364686619
22/04/2009,751.63,757.76,762.14,764.32,752.87,362702554
21/04/2009,764.33,761.55,751.63,770.91,750.08,359244253
20/04/2009,782.38,781.11,764.33,781.53,759.96,363600003
19/04/2009,793.43,795.13,782.38,800.58,781.02,369579344
16/04/2009,780.75,782,793.43,794.79,776.91,375057152
13/04/2009,783.12,777.74,780.75,781.62,775.43,372879683
12/04/2009,756.37,783.31,783.12,786.4,779.69,373217510
07/04/2009,756.02,763.14,756.37,766.12,746.45,362095503
06/04/2009,774.88,774.92,756.02,777.11,753.96,360693402
05/04/2009,765.77,768.85,774.88,781.12,768.03,367958016
02/04/2009,727.02,741.46,765.77,765.77,740,367367966
01/04/2009,728.35,726.16,727.02,736.38,723.81,354241750
31/03/2009,721.52,730.26,728.35,736.21,728.28,353935044
30/03/2009,747.92,738.89,721.52,739.66,721.52,353804778
29/03/2009,744.35,746.18,747.92,749.43,737.09,363333255
26/03/2009,717.77,737.8,744.35,744.96,730.73,361186290
25/03/2009,696.41,698.5,717.77,717.77,697.3,352819800
24/03/2009,694.48,701.85,696.41,703.77,694.68,342814784
23/03/2009,681.46,689.41,694.48,696.83,689.41,339896868
22/03/2009,675.18,668.68,681.46,681.46,666.93,334338667
19/03/2009,672.91,675.53,675.18,685.63,672.96,331047144
18/03/2009,674.27,682.46,672.91,684.61,671.09,336637345
17/03/2009,672.95,675.75,674.27,677.61,670.4,337832505
16/03/2009,671.07,669.24,672.95,681.97,667.92,338828590
15/03/2009,649.92,662.69,671.07,671.07,662.05,339977939
12/03/2009,652.27,648.45,649.92,650.93,645.25,331527979
11/03/2009,638.03,656.99,652.27,657.89,647.68,332057358
09/03/2009,638.34,637.66,638.03,638.51,631.36,332079853
08/03/2009,638.47,634.24,638.34,640.12,632.3,330260509
05/03/2009,655.29,651.43,638.47,652.58,636.92,328290470
04/03/2009,640.75,646.09,655.29,655.29,643.78,332853603
03/03/2009,637.5,630.72,640.75,643.35,629.33,329597774
02/03/2009,639.49,636.19,637.5,639.64,628.72,327589878
01/03/2009,665.99,645.14,639.49,646.45,639.49,327909658
26/02/2009,658.69,652.99,665.99,665.99,650.53,340028509
25/02/2009,654.49,663.46,658.69,664.65,655.06,338263201
24/02/2009,663.43,648.05,654.49,657.51,646.03,335106992
23/02/2009,662.68,669.58,663.43,671.61,651.82,339607750
22/02/2009,688.6,675.39,662.68,675.56,662.03,336967349
19/02/2009,691.33,687.13,688.6,695.15,686.14,345909306
18/02/2009,679.13,677.33,691.33,691.33,672.53,344490920
17/02/2009,692.41,686.02,679.13,688.15,677.82,334822236
16/02/2009,686.33,681.27,692.41,692.41,679.68,335346727
15/02/2009,687.64,688.71,686.33,690.63,682.08,334126420
12/02/2009,689.94,689.26,687.64,690.4,680.76,333011552
11/02/2009,708.48,691.03,689.94,695.07,687.59,333020005
09/02/2009,705.32,702.33,708.48,708.48,697.73,336929466
08/02/2009,682.46,701.3,705.32,707.04,699.55,335773009
05/02/2009,678.29,671.68,682.46,684.73,669.72,329261287
04/02/2009,663.53,665.81,678.29,680.41,664.89,328096605
03/02/2009,652.56,657.79,663.53,663.53,654.79,320960472
02/02/2009,658.87,654.6,652.56,659.48,649.98,315678351
01/02/2009,660.63,648.14,658.87,659.7,646.76,317075257
29/01/2009,670.19,672.64,660.63,672.86,660.63,316873127
28/01/2009,650.03,656.74,670.19,670.19,656.74,320379074
27/01/2009,653.72,658.17,650.03,660.64,649.73,312929207
26/01/2009,641.19,637.83,653.72,654.18,635.06,313077736
25/01/2009,637.23,635.54,641.19,643.27,630.52,309203439
22/01/2009,649.67,661.19,637.23,661.54,634.09,308771958
21/01/2009,669.78,655.41,649.67,659.09,645.57,313062149
20/01/2009,669.41,664.76,669.78,673.34,662.72,317017011
19/01/2009,678.46,679.46,669.41,680.72,667.26,316543607
18/01/2009,666.42,678.82,678.46,686.37,678.26,318697958
15/01/2009,660.26,655.63,666.42,666.42,652.63,315807080
14/01/2009,681.37,686.96,660.26,688.62,660.26,312220718
13/01/2009,683.88,678.08,681.37,682.7,673.5,321113148
12/01/2009,691.83,689.92,683.88,699.79,678.85,322452699
11/01/2009,677.14,673.36,691.83,691.83,670.59,323775044
08/01/2009,694.58,682.06,677.14,684.13,674.19,316932427
07/01/2009,702.9,697.83,694.58,705.95,690.94,321860377
06/01/2009,679.95,683.03,702.9,703.25,683.03,327299309
05/01/2009,674.24,674.6,679.95,680.29,670.64,317974424
04/01/2009,667.39,678.18,674.24,685.79,674.24,315600894
01/01/2009,654.85,658.31,667.39,672.32,658.31,312610926
31/12/2008,641.19,645.15,654.85,659.97,643.69,308923317
30/12/2008,631.39,636.93,641.19,641.19,634,298933062
29/12/2008,625.84,627.62,631.39,636.27,626.04,298173597
28/12/2008,634.93,622.19,625.84,629.32,616.91,294281915
25/12/2008,632.57,638.69,634.93,639.69,629.23,298596428
24/12/2008,647.14,648.05,632.57,648.05,628.23,298791446
23/12/2008,661.24,658.94,647.14,662.58,647.14,304736496
22/12/2008,672.89,675.28,661.24,677.83,661.24,309624314
21/12/2008,687.86,678.52,672.89,678.52,666.34,299679105
18/12/2008,681.33,686.26,687.86,698.1,683.38,305534260
17/12/2008,671.57,680.26,681.33,683,663.12,303028484
16/12/2008,655.67,655.25,671.57,673.85,649.77,298957112
15/12/2008,675.31,681.67,655.67,683.56,653.59,293325254
14/12/2008,698.94,698.61,675.31,704.9,675.31,299349259
11/12/2008,711.74,710.65,698.94,711.49,696.53,307933864
10/12/2008,707.73,707.09,711.74,713.28,703.87,310863864
09/12/2008,702.71,693.8,707.73,709.85,690.95,313421709
08/12/2008,676.48,686.11,702.71,704.03,683.22,312894583
07/12/2008,653.4,666.08,676.48,681.6,663.11,304183007
04/12/2008,637.68,648.29,653.4,654.05,641.36,298015557
03/12/2008,647.26,645.46,637.68,645.76,634.33,294230135
02/12/2008,642.28,617.21,647.26,648.55,616.09,296477413
01/12/2008,667.56,662.65,642.28,663.44,642.28,295500558
30/11/2008,648.25,664.21,667.56,671.71,660.17,302042225
27/11/2008,644.23,652,648.25,659.77,647.57,292805557
26/11/2008,652.18,647.47,644.23,655.15,634.67,290915906
25/11/2008,623.66,649.74,652.18,662.49,643.18,295046026
24/11/2008,592.07,599.41,623.66,623.66,593.37,286492303
23/11/2008,633.72,634.89,592.07,637.75,592.07,277084691
20/11/2008,666.43,638.07,633.72,641.35,590.96,292482281
19/11/2008,668.57,671.12,666.43,673.99,656.55,305022771
18/11/2008,661.01,658.67,668.57,672.43,648.62,305293192
17/11/2008,671.97,682.12,661.01,685.64,660.27,300639836
16/11/2008,686.92,678.25,671.97,687.13,655.88,301146531
13/11/2008,719.67,694.71,686.92,705.99,684.76,306681196
12/11/2008,749.54,761.49,719.67,761.51,716.56,319531876
11/11/2008,773.93,765.12,749.54,766.89,749.08,326033357
10/11/2008,774.06,782.3,773.93,789.34,761.57,335241890
09/11/2008,749.65,759.15,774.06,774.06,758.79,333591101
06/11/2008,782.07,759.61,749.65,765.5,749.65,320245822
05/11/2008,788.97,794.37,782.07,797.36,778.7,334745825
04/11/2008,760.69,770.19,788.97,789.94,768.92,338175380
03/11/2008,749.9,754.14,760.69,765.6,748.21,329481420
02/11/2008,725.47,747.32,749.9,752.46,740.94,326357426
30/10/2008,723.39,740.8,725.47,745.8,725.47,315860626
29/10/2008,708.45,732.44,723.39,735.9,713.73,313567725
28/10/2008,719.29,734.87,708.45,738.55,703.3,304437283
27/10/2008,744,714.35,719.29,730.15,713.02,309451299
26/10/2008,765.54,751.42,744,751.42,739.3,316184628
23/10/2008,762.14,762.21,765.54,773.39,748.44,326115298
22/10/2008,788.54,779.8,762.14,786.06,759.87,324952905
19/10/2008,751.04,768.15,788.54,788.92,764.79,331758547
16/10/2008,773.07,735.16,751.04,757.4,734.99,317739742
15/10/2008,767.61,785.14,773.07,786.63,765.17,331428191
12/10/2008,797.92,730.97,767.61,788.28,728.64,325463028
07/10/2008,767.9,779.95,797.92,811.98,763.66,340061524
06/10/2008,793.59,789.5,767.9,802.43,744.84,330628156
05/10/2008,847.22,828.45,793.59,832.78,787.56,341571755
02/10/2008,886.84,858.45,847.22,875.26,846.51,361794309
28/09/2008,896.99,908.44,886.84,912.53,886.59,376482263
25/09/2008,877.49,868.92,896.99,897.76,868.59,380420718
24/09/2008,874.34,876.94,877.49,883.32,873.37,374435831
23/09/2008,881.03,868.68,874.34,876.96,859.38,372053255
22/09/2008,913.09,905.28,881.03,909.66,881.03,377241232
21/09/2008,842.03,901.42,913.09,913.32,895.9,387406639
18/09/2008,847.3,840.18,842.03,858.05,820.73,366235631
17/09/2008,877.96,895.6,847.3,900.98,847.3,364900851
16/09/2008,925.86,905.17,877.96,908.5,877.53,373605831
15/09/2008,934.91,916.13,925.86,925.86,905.09,392092645
14/09/2008,944.31,954.87,934.91,956.6,934.13,392747898
11/09/2008,968.62,962.61,944.31,964.15,938.49,395490094
10/09/2008,977.93,969.77,968.62,978.1,964.57,403694866
09/09/2008,996.65,990.78,977.93,995.06,977.93,407858041
08/09/2008,1001.8,1008.94,996.65,1016.67,995.19,416895685
07/09/2008,984.31,977.91,1001.8,1001.8,969.06,421114584
04/09/2008,990.39,993.73,984.31,994.76,983.33,415703351
03/09/2008,1003.33,996.36,990.39,1000.14,988.56,415514097
02/09/2008,998.24,999,1003.33,1007.1,994.61,422871876
01/09/2008,1007.1,1003.7,998.24,1004.37,995.03,424177948
31/08/2008,1012.92,1005.55,1007.1,1007.38,1002.56,427823444
28/08/2008,1029.32,1015.41,1012.92,1019.87,1012.42,429530802
27/08/2008,1034.89,1036.6,1029.32,1038.04,1025.89,433912321
26/08/2008,1038.67,1034.29,1034.89,1037.35,1032.02,433661281
25/08/2008,1038.41,1039.27,1038.67,1043.35,1035.83,432987142
24/08/2008,1027.98,1033.75,1038.41,1038.83,1033.03,431898135
21/08/2008,1033.32,1032.6,1027.98,1032.6,1025.96,431345765
20/08/2008,1022.24,1031.53,1033.32,1033.73,1028.72,437735872
19/08/2008,1028.84,1025.21,1022.24,1026.22,1019.69,432395007
18/08/2008,1024.94,1021.74,1028.84,1033.52,1021.22,435684002
17/08/2008,1019.99,1019.91,1024.94,1026.71,1018.08,430830342
14/08/2008,1004.44,1006.66,1019.99,1019.99,1004.44,430197690
13/08/2008,1012.21,1010.31,1004.44,1014.68,1002.51,421178552
